date	region_name	region_code	deceased_addition	confirmed_addition	hospitalized_addition	deceased_cumulative	confirmed_cumulative	hospitalized_cumulative
2020-03-12	Groningen	20		3.0			3	
2020-03-12	Limburg	31		5.0			53	
2020-03-12	Noord-Brabant	30		48.0			266	
2020-03-12	Noord-Holland	27		7.0			42	
2020-03-12	Overijssel	23		1.0			13	
2020-03-12	Utrecht	26		13.0			80	
2020-03-12	Zeeland	29		3.0			9	
2020-03-12	Zuid-Holland	28		8.0			65	
2020-03-13	Drenthe	22		0.0		0.0	13	0.0
2020-03-13	Flevoland	24		4.0		0.0	7	3.0
2020-03-13	Friesland	21		1.0		0.0	7	1.0
2020-03-13	Gelderland	25		16.0		0.0	64	9.0
2020-03-13	Groningen	20		1.0		0.0	4	1.0
2020-03-13	Limburg	31		14.0		3.0	67	17.0
2020-03-13	Noord-Brabant	30		94.0		5.0	360	64.0
2020-03-13	Noord-Holland	27		21.0		0.0	63	4.0
2020-03-13	Overijssel	23		5.0		0.0	18	0.0
2020-03-13	Utrecht	26		3.0		0.0	83	7.0
2020-03-13	Zeeland	29		0.0		0.0	9	0.0
2020-03-13	Zuid-Holland	28		16.0		0.0	81	6.0
2020-03-14	Drenthe	22	0.0	2.0	0.0	0.0	15	0.0
2020-03-14	Flevoland	24	0.0	7.0	0.0	0.0	14	3.0
2020-03-14	Friesland	21	0.0	1.0	0.0	0.0	8	1.0
2020-03-14	Gelderland	25	1.0	12.0	5.0	1.0	76	14.0
2020-03-14	Groningen	20	0.0	0.0	0.0	0.0	4	1.0
2020-03-14	Limburg	31	0.0	37.0	3.0	3.0	104	20.0
2020-03-14	Noord-Brabant	30	1.0	43.0	7.0	6.0	403	71.0
2020-03-14	Noord-Holland	27	0.0	20.0	0.0	0.0	83	4.0
2020-03-14	Overijssel	23	1.0	5.0	1.0	1.0	23	1.0
2020-03-14	Utrecht	26	0.0	4.0	0.0	0.0	87	7.0
2020-03-14	Zeeland	29	0.0	1.0	1.0	0.0	10	1.0
2020-03-14	Zuid-Holland	28	0.0	14.0	1.0	0.0	95	7.0
2020-03-15	Drenthe	22	0.0	0.0	0.0	0.0	15	0.0
2020-03-15	Flevoland	24	0.0	5.0	0.0	0.0	19	3.0
2020-03-15	Friesland	21	0.0	2.0	0.0	0.0	10	1.0
2020-03-15	Gelderland	25	0.0	24.0	4.0	1.0	100	18.0
2020-03-15	Groningen	20	0.0	5.0	1.0	0.0	9	2.0
2020-03-15	Limburg	31	1.0	25.0	7.0	4.0	129	27.0
2020-03-15	Noord-Brabant	30	7.0	43.0	6.0	13.0	446	77.0
2020-03-15	Noord-Holland	27	0.0	7.0	1.0	0.0	90	5.0
2020-03-15	Overijssel	23	-1.0	5.0	0.0	0.0	28	1.0
2020-03-15	Utrecht	26	0.0	22.0	2.0	0.0	109	9.0
2020-03-15	Zeeland	29	0.0	2.0	1.0	0.0	12	2.0
2020-03-15	Zuid-Holland	28	0.0	15.0	4.0	0.0	110	11.0
2020-03-16	Drenthe	22	0.0	1.0	1.0	0.0	16	1.0
2020-03-16	Flevoland	24	0.0	3.0	2.0	0.0	22	5.0
2020-03-16	Friesland	21	0.0	3.0	1.0	0.0	13	2.0
2020-03-16	Gelderland	25	0.0	35.0	10.0	1.0	135	28.0
2020-03-16	Groningen	20	0.0	1.0	0.0	0.0	10	2.0
2020-03-16	Limburg	31	1.0	20.0	6.0	5.0	149	33.0
2020-03-16	Noord-Brabant	30	3.0	108.0	9.0	16.0	554	86.0
2020-03-16	Noord-Holland	27	0.0	26.0	0.0	0.0	116	5.0
2020-03-16	Overijssel	23	0.0	8.0	1.0	0.0	36	2.0
2020-03-16	Utrecht	26	0.0	31.0	4.0	0.0	140	13.0
2020-03-16	Zeeland	29	0.0	5.0	5.0	0.0	17	7.0
2020-03-16	Zuid-Holland	28	0.0	26.0	3.0	0.0	136	14.0
2020-03-17	Drenthe	22	0.0	1.0	0.0	0.0	17	1.0
2020-03-17	Flevoland	24	0.0	2.0	1.0	0.0	24	6.0
2020-03-17	Friesland	21	0.0	1.0	0.0	0.0	14	2.0
2020-03-17	Gelderland	25	0.0	38.0	10.0	1.0	173	38.0
2020-03-17	Groningen	20	0.0	0.0	0.0	0.0	10	2.0
2020-03-17	Limburg	31	5.0	48.0	15.0	10.0	197	48.0
2020-03-17	Noord-Brabant	30	11.0	80.0	45.0	27.0	634	131.0
2020-03-17	Noord-Holland	27	0.0	36.0	14.0	0.0	152	19.0
2020-03-17	Overijssel	23	0.0	9.0	4.0	0.0	45	6.0
2020-03-17	Utrecht	26	0.0	33.0	3.0	0.0	173	16.0
2020-03-17	Zeeland	29	0.0	3.0	2.0	0.0	20	9.0
2020-03-17	Zuid-Holland	28	0.0	39.0	13.0	0.0	175	27.0
2020-03-18	Drenthe	22	0.0	5.0	0.0	0.0	22	1.0
2020-03-18	Flevoland	24	0.0	6.0	3.0	0.0	30	9.0
2020-03-18	Friesland	21	0.0	4.0	3.0	0.0	18	5.0
2020-03-18	Gelderland	25	0.0	37.0	7.0	1.0	210	45.0
2020-03-18	Groningen	20	0.0	5.0	0.0	0.0	15	2.0
2020-03-18	Limburg	31	4.0	61.0	24.0	14.0	258	72.0
2020-03-18	Noord-Brabant	30	10.0	94.0	26.0	37.0	728	157.0
2020-03-18	Noord-Holland	27	0.0	22.0	4.0	0.0	174	23.0
2020-03-18	Overijssel	23	1.0	13.0	3.0	1.0	58	9.0
2020-03-18	Utrecht	26	1.0	24.0	2.0	1.0	197	18.0
2020-03-18	Zeeland	29	0.0	6.0	2.0	0.0	26	11.0
2020-03-18	Zuid-Holland	28	0.0	57.0	16.0	0.0	232	43.0
2020-03-19	Drenthe	22	1.0	3.0	0.0	1.0	25	1.0
2020-03-19	Flevoland	24	0.0	6.0	4.0	0.0	36	13.0
2020-03-19	Friesland	21	1.0	2.0	0.0	1.0	20	5.0
2020-03-19	Gelderland	25	1.0	30.0	3.0	2.0	240	48.0
2020-03-19	Groningen	20	0.0	14.0	1.0	0.0	29	3.0
2020-03-19	Limburg	31	5.0	33.0	14.0	19.0	291	86.0
2020-03-19	Noord-Brabant	30	12.0	114.0	31.0	49.0	842	188.0
2020-03-19	Noord-Holland	27	1.0	71.0	16.0	1.0	245	39.0
2020-03-19	Overijssel	23	0.0	15.0	0.0	1.0	73	9.0
2020-03-19	Utrecht	26	0.0	40.0	3.0	1.0	237	21.0
2020-03-19	Zeeland	29	0.0	5.0	4.0	0.0	31	15.0
2020-03-19	Zuid-Holland	28	0.0	71.0	6.0	0.0	303	49.0
2020-03-20	Drenthe	22	0.0	12.0	1.0	1.0	37	2.0
2020-03-20	Flevoland	24	0.0	14.0	1.0	0.0	50	14.0
2020-03-20	Friesland	21	0.0	19.0	1.0	1.0	39	6.0
2020-03-20	Gelderland	25	3.0	122.0	21.0	5.0	362	69.0
2020-03-20	Groningen	20	0.0	15.0	0.0	0.0	44	3.0
2020-03-20	Limburg	31	6.0	105.0	29.0	25.0	396	115.0
2020-03-20	Noord-Brabant	30	13.0	265.0	30.0	62.0	1107	218.0
2020-03-20	Noord-Holland	27	1.0	220.0	30.0	2.0	465	69.0
2020-03-20	Overijssel	23	1.0	57.0	7.0	2.0	130	16.0
2020-03-20	Utrecht	26	1.0	101.0	10.0	2.0	338	31.0
2020-03-20	Zeeland	29	0.0	13.0	2.0	0.0	44	17.0
2020-03-20	Zuid-Holland	28	2.0	222.0	26.0	2.0	525	75.0
2020-03-21	Drenthe	22	0.0	1.0	1.0	1.0	38	3.0
2020-03-21	Flevoland	24	0.0	1.0	13.0	0.0	51	27.0
2020-03-21	Friesland	21	0.0	-6.0	7.0	1.0	33	13.0
2020-03-21	Gelderland	25	2.0	6.0	31.0	7.0	368	100.0
2020-03-21	Groningen	20	0.0	3.0	1.0	0.0	47	4.0
2020-03-21	Limburg	31	1.0	14.0	26.0	26.0	410	141.0
2020-03-21	Noord-Brabant	30	17.0	40.0	18.0	79.0	1147	236.0
2020-03-21	Noord-Holland	27	2.0	-28.0	28.0	4.0	437	97.0
2020-03-21	Overijssel	23	2.0	31.0	8.0	4.0	161	24.0
2020-03-21	Utrecht	26	3.0	-23.0	17.0	5.0	315	48.0
2020-03-21	Zeeland	29	1.0	2.0	5.0	1.0	46	22.0
2020-03-21	Zuid-Holland	28	2.0	-46.0	35.0	4.0	479	110.0
2020-03-22	Drenthe	22	0.0	4.0	1.0	1.0	42	4.0
2020-03-22	Flevoland	24	1.0	7.0	9.0	1.0	58	36.0
2020-03-22	Friesland	21	0.0	1.0	0.0	1.0	34	13.0
2020-03-22	Gelderland	25	1.0	60.0	18.0	8.0	428	118.0
2020-03-22	Groningen	20	0.0	10.0	1.0	0.0	57	5.0
2020-03-22	Limburg	31	11.0	29.0	20.0	37.0	439	161.0
2020-03-22	Noord-Brabant	30	22.0	221.0	30.0	101.0	1368	266.0
2020-03-22	Noord-Holland	27	2.0	71.0	21.0	6.0	508	118.0
2020-03-22	Overijssel	23	2.0	27.0	7.0	6.0	188	31.0
2020-03-22	Utrecht	26	1.0	31.0	12.0	6.0	346	60.0
2020-03-22	Zeeland	29	2.0	2.0	1.0	3.0	48	23.0
2020-03-22	Zuid-Holland	28	2.0	99.0	32.0	6.0	578	142.0
2020-03-23	Drenthe	22	1.0	7.0	4.0	2.0	49	8.0
2020-03-23	Flevoland	24	1.0	7.0	3.0	2.0	65	39.0
2020-03-23	Friesland	21	0.0	5.0	4.0	1.0	39	17.0
2020-03-23	Gelderland	25	8.0	83.0	41.0	16.0	511	159.0
2020-03-23	Groningen	20	0.0	11.0	0.0	0.0	68	5.0
2020-03-23	Limburg	31	12.0	43.0	28.0	49.0	482	189.0
2020-03-23	Noord-Brabant	30	3.0	152.0	65.0	104.0	1520	331.0
2020-03-23	Noord-Holland	27	4.0	63.0	15.0	10.0	571	133.0
2020-03-23	Overijssel	23	2.0	29.0	12.0	8.0	217	43.0
2020-03-23	Utrecht	26	0.0	57.0	23.0	6.0	403	83.0
2020-03-23	Zeeland	29	0.0	6.0	2.0	3.0	54	25.0
2020-03-23	Zuid-Holland	28	3.0	62.0	36.0	9.0	640	178.0
2020-03-24	Drenthe	22	0.0	6.0	4.0	2.0	55	12.0
2020-03-24	Flevoland	24	1.0	7.0	3.0	3.0	72	42.0
2020-03-24	Friesland	21	0.0	2.0	2.0	1.0	41	19.0
2020-03-24	Gelderland	25	11.0	74.0	37.0	27.0	585	196.0
2020-03-24	Groningen	20	0.0	0.0	0.0	0.0	68	5.0
2020-03-24	Limburg	31	11.0	192.0	56.0	60.0	674	245.0
2020-03-24	Noord-Brabant	30	21.0	178.0	31.0	125.0	1698	362.0
2020-03-24	Noord-Holland	27	7.0	138.0	55.0	17.0	709	188.0
2020-03-24	Overijssel	23	3.0	31.0	22.0	11.0	248	65.0
2020-03-24	Utrecht	26	4.0	59.0	10.0	10.0	462	93.0
2020-03-24	Zeeland	29	1.0	8.0	4.0	4.0	62	29.0
2020-03-24	Zuid-Holland	28	2.0	109.0	41.0	11.0	749	219.0
2020-03-25	Drenthe	22	0.0	5.0	2.0	2.0	60	14.0
2020-03-25	Flevoland	24	1.0	11.0	10.0	4.0	83	52.0
2020-03-25	Friesland	21	0.0	10.0	5.0	1.0	51	24.0
2020-03-25	Gelderland	25	6.0	103.0	29.0	33.0	688	225.0
2020-03-25	Groningen	20	0.0	14.0	5.0	0.0	82	10.0
2020-03-25	Limburg	31	8.0	94.0	53.0	68.0	768	298.0
2020-03-25	Noord-Brabant	30	48.0	177.0	90.0	173.0	1875	452.0
2020-03-25	Noord-Holland	27	6.0	128.0	62.0	23.0	837	250.0
2020-03-25	Overijssel	23	3.0	69.0	7.0	14.0	317	72.0
2020-03-25	Utrecht	26	3.0	89.0	10.0	13.0	551	103.0
2020-03-25	Zeeland	29	1.0	14.0	11.0	5.0	76	40.0
2020-03-25	Zuid-Holland	28	4.0	130.0	54.0	15.0	879	273.0
2020-03-26	Drenthe	22	0.0	11.0	3.0	2.0	71	17.0
2020-03-26	Flevoland	24	1.0	10.0	2.0	5.0	93	54.0
2020-03-26	Friesland	21	1.0	17.0	10.0	2.0	68	34.0
2020-03-26	Gelderland	25	12.0	122.0	45.0	45.0	810	270.0
2020-03-26	Groningen	20	1.0	29.0	10.0	1.0	111	20.0
2020-03-26	Limburg	31	16.0	94.0	38.0	84.0	862	336.0
2020-03-26	Noord-Brabant	30	26.0	242.0	60.0	199.0	2117	512.0
2020-03-26	Noord-Holland	27	7.0	160.0	45.0	30.0	997	295.0
2020-03-26	Overijssel	23	4.0	71.0	24.0	18.0	388	96.0
2020-03-26	Utrecht	26	5.0	83.0	22.0	18.0	634	125.0
2020-03-26	Zeeland	29	0.0	14.0	6.0	5.0	90	46.0
2020-03-26	Zuid-Holland	28	5.0	153.0	49.0	20.0	1032	322.0
2020-03-27	Drenthe	22	1.0	8.0	3.0	3.0	79	20.0
2020-03-27	Flevoland	24	0.0	13.0	6.0	5.0	106	60.0
2020-03-27	Friesland	21	1.0	13.0	9.0	3.0	81	43.0
2020-03-27	Gelderland	25	10.0	131.0	48.0	55.0	941	318.0
2020-03-27	Groningen	20	0.0	11.0	3.0	1.0	122	23.0
2020-03-27	Limburg	31	16.0	86.0	30.0	100.0	948	366.0
2020-03-27	Noord-Brabant	30	52.0	329.0	49.0	251.0	2446	561.0
2020-03-27	Noord-Holland	27	10.0	197.0	79.0	40.0	1194	374.0
2020-03-27	Overijssel	23	4.0	58.0	16.0	22.0	446	112.0
2020-03-27	Utrecht	26	10.0	89.0	17.0	28.0	723	142.0
2020-03-27	Zeeland	29	0.0	18.0	8.0	5.0	108	54.0
2020-03-27	Zuid-Holland	28	7.0	205.0	77.0	27.0	1237	399.0
2020-03-28	Drenthe	22	0.0	18.0	4.0	3.0	97	24.0
2020-03-28	Flevoland	24	0.0	12.0	8.0	5.0	118	68.0
2020-03-28	Friesland	21	0.0	15.0	2.0	3.0	96	45.0
2020-03-28	Gelderland	25	7.0	131.0	51.0	62.0	1072	369.0
2020-03-28	Groningen	20	0.0	12.0	6.0	1.0	134	29.0
2020-03-28	Limburg	31	15.0	130.0	27.0	115.0	1078	393.0
2020-03-28	Noord-Brabant	30	33.0	260.0	161.0	284.0	2706	722.0
2020-03-28	Noord-Holland	27	12.0	168.0	64.0	52.0	1362	438.0
2020-03-28	Overijssel	23	10.0	69.0	21.0	32.0	515	133.0
2020-03-28	Utrecht	26	4.0	82.0	22.0	32.0	805	164.0
2020-03-28	Zeeland	29	2.0	12.0	8.0	7.0	120	62.0
2020-03-28	Zuid-Holland	28	10.0	259.0	81.0	37.0	1496	480.0
2020-03-29	Drenthe	22	0.0	15.0	2.0	3.0	112	26.0
2020-03-29	Flevoland	24	0.0	17.0	9.0	5.0	135	77.0
2020-03-29	Friesland	21	1.0	23.0	11.0	4.0	119	56.0
2020-03-29	Gelderland	25	13.0	182.0	69.0	75.0	1254	438.0
2020-03-29	Groningen	20	0.0	7.0	4.0	1.0	141	33.0
2020-03-29	Limburg	31	22.0	95.0	50.0	137.0	1173	443.0
2020-03-29	Noord-Brabant	30	55.0	271.0	180.0	339.0	2977	902.0
2020-03-29	Noord-Holland	27	12.0	153.0	78.0	64.0	1515	516.0
2020-03-29	Overijssel	23	5.0	73.0	18.0	37.0	588	151.0
2020-03-29	Utrecht	26	9.0	83.0	15.0	41.0	888	179.0
2020-03-29	Zeeland	29	1.0	13.0	4.0	8.0	133	66.0
2020-03-29	Zuid-Holland	28	13.0	154.0	88.0	50.0	1650	568.0
2020-03-30	Drenthe	22	0.0	4.0	4.0	3.0	116	30.0
2020-03-30	Flevoland	24	0.0	7.0	9.0	5.0	142	86.0
2020-03-30	Friesland	21	2.0	5.0	4.0	6.0	124	60.0
2020-03-30	Gelderland	25	18.0	102.0	56.0	93.0	1356	494.0
2020-03-30	Groningen	20	0.0	6.0	4.0	1.0	147	37.0
2020-03-30	Limburg	31	20.0	114.0	53.0	157.0	1287	496.0
2020-03-30	Noord-Brabant	30	29.0	214.0	213.0	368.0	3191	1115.0
2020-03-30	Noord-Holland	27	12.0	146.0	53.0	76.0	1661	569.0
2020-03-30	Overijssel	23	2.0	57.0	20.0	39.0	645	171.0
2020-03-30	Utrecht	26	1.0	74.0	33.0	42.0	962	212.0
2020-03-30	Zeeland	29	2.0	14.0	6.0	10.0	147	72.0
2020-03-30	Zuid-Holland	28	7.0	143.0	53.0	57.0	1793	621.0
2020-03-31	Drenthe	22	1.0	7.0	8.0	4.0	123	38.0
2020-03-31	Flevoland	24	1.0	19.0	12.0	6.0	161	98.0
2020-03-31	Friesland	21	5.0	7.0	4.0	11.0	131	64.0
2020-03-31	Gelderland	25	24.0	99.0	43.0	117.0	1455	537.0
2020-03-31	Groningen	20	1.0	11.0	3.0	2.0	158	40.0
2020-03-31	Limburg	31	14.0	115.0	30.0	171.0	1402	526.0
2020-03-31	Noord-Brabant	30	77.0	184.0	217.0	445.0	3375	1332.0
2020-03-31	Noord-Holland	27	24.0	149.0	128.0	100.0	1810	697.0
2020-03-31	Overijssel	23	11.0	41.0	80.0	50.0	686	251.0
2020-03-31	Utrecht	26	10.0	62.0	101.0	52.0	1024	313.0
2020-03-31	Zeeland	29	2.0	13.0	4.0	12.0	160	76.0
2020-03-31	Zuid-Holland	28	6.0	139.0	88.0	63.0	1932	709.0
2020-04-01	Drenthe	22	1.0	19.0	5.0	5.0	142	43.0
2020-04-01	Flevoland	24	1.0	23.0	8.0	7.0	184	106.0
2020-04-01	Friesland	21	0.0	14.0	8.0	11.0	145	72.0
2020-04-01	Gelderland	25	27.0	140.0	74.0	144.0	1595	611.0
2020-04-01	Groningen	20	0.0	8.0	3.0	2.0	166	43.0
2020-04-01	Limburg	31	13.0	87.0	34.0	184.0	1489	560.0
2020-04-01	Noord-Brabant	30	34.0	153.0	121.0	479.0	3528	1453.0
2020-04-01	Noord-Holland	27	17.0	172.0	59.0	117.0	1982	756.0
2020-04-01	Overijssel	23	12.0	78.0	26.0	62.0	764	277.0
2020-04-01	Utrecht	26	8.0	64.0	17.0	60.0	1088	330.0
2020-04-01	Zeeland	29	2.0	17.0	10.0	14.0	177	86.0
2020-04-01	Zuid-Holland	28	19.0	248.0	81.0	82.0	2180	790.0
2020-04-02	Drenthe	22	3.0	15.0	1.0	8.0	157	44.0
2020-04-02	Flevoland	24	1.0	14.0	18.0	8.0	198	124.0
2020-04-02	Friesland	21	2.0	20.0	6.0	13.0	165	78.0
2020-04-02	Gelderland	25	12.0	113.0	41.0	156.0	1708	652.0
2020-04-02	Groningen	20	0.0	6.0	2.0	2.0	172	45.0
2020-04-02	Limburg	31	40.0	88.0	270.0	224.0	1577	830.0
2020-04-02	Noord-Brabant	30	46.0	224.0	99.0	525.0	3752	1552.0
2020-04-02	Noord-Holland	27	24.0	182.0	43.0	141.0	2164	799.0
2020-04-02	Overijssel	23	10.0	87.0	32.0	72.0	851	309.0
2020-04-02	Utrecht	26	15.0	94.0	37.0	75.0	1182	367.0
2020-04-02	Zeeland	29	2.0	16.0	4.0	16.0	193	90.0
2020-04-02	Zuid-Holland	28	12.0	222.0	71.0	94.0	2402	861.0
2020-04-03	Drenthe	22	1.0	13.0	5.0	9.0	170	49.0
2020-04-03	Flevoland	24	3.0	22.0	11.0	11.0	220	135.0
2020-04-03	Friesland	21	1.0	17.0	7.0	14.0	182	85.0
2020-04-03	Gelderland	25	19.0	151.0	44.0	175.0	1859	696.0
2020-04-03	Groningen	20	2.0	6.0	1.0	4.0	178	46.0
2020-04-03	Limburg	31	8.0	112.0	83.0	232.0	1689	913.0
2020-04-03	Noord-Brabant	30	51.0	160.0	135.0	576.0	3912	1687.0
2020-04-03	Noord-Holland	27	9.0	168.0	78.0	150.0	2332	877.0
2020-04-03	Overijssel	23	8.0	77.0	12.0	80.0	928	321.0
2020-04-03	Utrecht	26	14.0	69.0	48.0	89.0	1251	415.0
2020-04-03	Zeeland	29	6.0	23.0	4.0	22.0	216	94.0
2020-04-03	Zuid-Holland	28	27.0	203.0	71.0	121.0	2605	932.0
2020-04-04	Drenthe	22	2.0	22.0	7.0	11.0	192	56.0
